GeneID	NonTargeting_rep1	NonTargeting_rep2	p63KD_rep1	p63KD_rep2
LOC152578	0	0	0	0
LOC152586	0	0	0	0
LOC153684	184	181	211	189
LOC153910	0	0	1	1
LOC154449	0	0	0	0
LOC154761	108	106	117	121
LOC154872	0	0	0	0
LOC155060	514	587	689	556
LOC157273	0	0	0	0
LOC158434	0	0	0	0
LOC158435	0	0	0	0
LOC158960	46	33	100	101
LOC1720	0	0	0	0
LOC200726	0	0	0	1
LOC200772	2	7	9	9
LOC202181	364	381	272	251
LOC220729	732	724	786	696
LOC221122	1	0	0	0
LOC253044	0	0	0	0
LOC253573	0	0	0	0
LOC254896	16	20	43	35
LOC255654	0	0	1	0
LOC256880	4	11	10	3
LOC257396	91	77	54	62
LOC283038	0	2	0	0
LOC283045	0	1	1	0
LOC283070	2	3	5	0
LOC283177	0	0	0	1
LOC283194	1	0	0	0
LOC283214	0	0	0	0
LOC283299	109	94	61	41
LOC283332	0	0	0	0
LOC283335	190	181	93	115
LOC283352	1	0	0	0
LOC283440	1	0	2	4
LOC283575	3	2	6	1
LOC283585	0	0	0	1
LOC283683	0	0	0	0
LOC283692	0	0	0	0
LOC283693	18	12	9	11
LOC283710	6	3	5	1
LOC283731	0	0	0	0
LOC283788	0	0	0	0
LOC283856	3	7	11	15
LOC283914	0	0	0	0
LOC283922	261	287	208	193
LOC284009	10	10	1	9
LOC284023	86	76	105	92
LOC284080	46	70	42	47
LOC284294	0	0	0	0
LOC284344	14	16	11	12
LOC284379	1	0	3	1
LOC284395	0	0	1	0
LOC284412	14	18	15	13
LOC284454	976	1224	1101	822
LOC284578	0	2	1	3
LOC284581	9	15	25	21
LOC284632	0	0	0	0
LOC284648	0	1	1	3
LOC284661	2	0	9	5
LOC284757	108	110	153	136
LOC284788	0	0	0	0
LOC284798	0	0	0	0
LOC284801	0	0	0	0
LOC284837	90	77	23	15
LOC284865	0	1	0	1
LOC284889	7	11	5	3
LOC284933	0	0	0	0
LOC284950	17	23	11	5
LOC285000	0	0	0	0
LOC285074	447	426	314	297
LOC285484	0	0	0	0
LOC285593	0	1	0	0
LOC285626	1	4	1	0
LOC285627	0	0	0	0
LOC285629	57	64	43	30
LOC285692	0	0	1	0
LOC285696	1	3	3	1
LOC285740	0	0	0	0
LOC285762	0	0	0	0
LOC285768	16	18	19	17
LOC285819	0	0	0	0
LOC285847	0	0	0	0
LOC285889	0	0	0	0
LOC286059	3	7	2	1
LOC286083	0	0	0	0
LOC286094	0	1	3	1
LOC286114	0	0	0	0
LOC286177	0	0	0	0
LOC286189	0	1	4	2
LOC286190	1	1	0	2
LOC286238	0	0	0	0
LOC286297	1	0	0	0
LOC286359	1	0	0	2
LOC286367	29	38	41	26
LOC286370	0	0	0	0
LOC286437	59	66	76	54
LOC338694	0	0	0	0
LOC338797	0	0	0	0
LOC338963	0	0	0	0
LOC339059	0	0	0	0
LOC339166	0	0	0	0
LOC339240	1	4	4	7
LOC339298	0	0	0	0
LOC339529	0	0	0	0
LOC339539	0	2	0	0
LOC339568	0	0	0	0
LOC339593	0	0	0	0
LOC339622	0	0	0	0
LOC339666	0	0	0	0
LOC339803	555	478	502	389
LOC339807	0	0	0	0
LOC339862	0	0	0	0
LOC339874	16	9	11	12
LOC339975	0	0	0	0
LOC340017	0	0	0	0
LOC340074	0	0	0	0
LOC340107	0	0	0	0
LOC340113	0	0	0	0
LOC340357	0	0	0	0
LOC340515	0	0	0	0
LOC341056	0	0	0	0
LOC344887	181	253	80	79
LOC344967	0	3	1	0
LOC349160	0	0	0	0
LOC374443	401	346	671	674
LOC375196	0	0	0	0
LOC387810	0	0	0	0
LOC388242	0	0	0	0
LOC388282	3	6	21	13
LOC388436	0	0	0	0
LOC388553	0	1	0	0
LOC388692	11	11	9	13
LOC388780	2	5	2	1
LOC388813	0	0	1	2
LOC388849	0	0	0	0
LOC388882	0	0	0	0
LOC388942	1	2	3	1
LOC389033	0	0	0	0
LOC389247	19	22	13	8
LOC389332	0	0	0	0
LOC389602	1	0	4	1
LOC389641	175	172	132	128
LOC389705	0	0	0	0
LOC389765	152	170	174	134
LOC389831	0	0	0	0
LOC389834	0	0	0	0
LOC389895	0	0	0	0
LOC389906	1458	1477	1095	961
LOC390705	0	0	0	0
LOC391003	0	0	0	0
LOC391322	39	61	44	35
LOC392196	0	0	0	0
LOC392232	0	0	0	0
LOC392364	0	0	0	0
LOC392452	0	0	0	0
LOC399715	5	3	4	7
LOC399815	337	358	183	185
LOC400043	7	5	12	13
LOC400548	0	1	0	0
LOC400553	0	0	0	0
LOC400558	2	0	0	2
LOC400620	0	0	0	0
LOC400644	0	1	0	0
LOC400654	0	0	0	0
LOC400655	0	0	3	0
LOC400684	26	32	48	33
LOC400685	7	3	3	2
LOC400736	0	0	0	0
LOC400794	0	0	0	0
LOC400863	0	1	0	1
LOC400867	72	62	55	33
LOC400891	0	2	2	1
LOC400927	20	22	29	31
LOC400940	0	0	0	0
LOC400958	1	0	0	0
LOC401010	74	58	106	114
LOC401052	21	27	61	64
LOC401127	4	4	1	1
LOC401134	0	0	0	0
LOC401177	0	0	0	0
LOC401242	2	1	7	4
LOC401286	0	0	0	0
LOC401320	398	364	427	404
LOC401324	0	0	0	0
LOC401463	0	0	0	0
LOC401557	0	0	0	0
LOC402160	0	0	0	1
LOC407835	2	0	1	1
LOC439994	155	150	177	199
LOC440028	14	15	10	10
LOC440040	0	0	0	0
LOC440117	0	0	0	0
LOC440173	49	37	22	31
LOC440300	90	96	74	55
LOC440311	0	0	0	0
LOC440416	0	0	0	0
LOC440434	523	559	688	605
LOC440461	35	32	17	8
LOC440600	25	18	8	8
LOC440602	0	0	0	0
LOC440700	1	0	0	0
LOC440704	0	0	0	0
LOC440895	0	0	0	0
LOC440896	1	2	10	4
LOC440910	0	0	0	0
LOC441025	0	0	0	0
LOC441081	0	1	2	1
LOC441155	319	328	327	302
LOC441178	0	0	0	0
LOC441204	3	0	9	3
LOC441242	91	84	60	62
LOC441454	5	7	2	6
LOC441455	0	0	0	1
LOC441461	20	25	37	28
LOC441601	0	0	0	0
LOC441666	4	8	2	5
LOC442028	0	0	0	0
LOC442132	0	0	0	0
LOC442497	0	0	1	0
LOC493754	482	433	514	470
LOC494127	0	0	0	0
LOC494141	0	1	1	4
LOC541473	0	0	0	0
LOC54944	232	242	193	174
LOC550113	0	0	0	0
LOC550643	1193	1105	1565	1590
LOC553103	321	343	619	537
LOC554206	22	17	24	13
LOC554223	72	69	62	62
LOC574538	16	12	0	0
LOC606724	0	0	0	0
LOC613037	341	433	449	315
LOC613038	0	0	0	0
LOC63930	0	0	0	0
LOC641367	0	0	0	0
LOC641515	2	3	1	3
LOC641746	0	0	0	0
LOC642236	166	175	182	137
LOC642361	136	131	96	119
LOC642366	0	0	0	0
LOC642423	1	3	2	5
LOC642426	0	0	0	0
LOC642846	368	436	183	171
LOC642852	1323	1397	1658	1450
LOC642929	0	0	0	0
LOC642943	5	5	8	7
LOC643072	133	134	162	143
LOC643201	8	9	3	10
LOC643339	4	4	1	2
LOC643355	0	0	0	1
LOC643387	1	0	2	0
LOC643406	10	13	14	10
LOC643441	0	0	0	1
LOC643486	0	0	0	0
LOC643542	0	0	0	0
LOC643623	0	0	0	0
LOC643711	0	0	0	0
LOC643733	0	2	2	1
LOC643770	37	32	14	27
LOC643802	10	8	10	9
LOC643923	0	0	0	0
LOC644050	0	0	0	0
LOC644145	0	0	0	0
LOC644172	0	0	0	0
LOC644189	0	0	1	0
LOC644554	0	0	0	0
LOC644656	104	93	55	64
LOC644669	0	0	0	0
LOC644762	0	0	0	0
LOC644838	1	2	1	0
LOC644919	13	3	0	2
LOC644936	0	0	0	0
LOC644961	33	19	13	30
LOC645166	128	115	127	117
LOC645354	0	0	0	0
LOC645355	0	0	0	0
LOC645382	0	0	0	0
LOC645434	47	33	51	51
LOC645513	146	181	131	115
LOC645638	83	66	222	251
LOC645752	2	1	2	0
LOC645949	0	0	0	0
LOC646214	827	767	618	482
LOC646268	2	2	0	1
LOC646471	2	8	4	3
LOC646522	0	0	0	0
LOC646626	3	6	4	6
LOC646719	771	782	418	434
LOC646736	0	1	0	1
LOC646743	0	0	0	0
LOC646762	1381	1337	1133	1056
LOC646813	0	0	0	0
LOC646862	15	21	27	30
LOC646903	1	3	0	3
LOC646938	2	2	2	0
LOC647323	1	2	2	2
LOC647859	9	10	9	10
LOC648691	0	1	0	0
LOC648987	413	380	308	335
LOC649133	0	0	0	0
LOC649324	0	0	0	0
LOC649330	0	0	0	0
LOC649352	0	0	0	0
LOC650226	1	2	0	0
LOC650293	0	0	0	0
LOC650368	1	1	1	1
LOC652276	313	301	233	184
LOC653160	128	115	140	148
LOC653486	0	0	0	0
LOC653513	1	1	2	0
LOC653602	188	164	92	65
LOC653653	28	31	20	27
LOC653712	25	24	17	23
LOC653786	3	1	4	8
LOC654342	297	271	272	308
LOC654841	111	117	71	59
LOC727751	0	0	0	0
LOC727896	25	30	21	34
LOC727924	4	4	3	0
LOC728024	20	35	25	27
LOC728040	0	0	0	0
LOC728084	0	0	0	1
LOC728175	2	2	3	1
LOC728228	10	21	15	10
LOC728323	138	153	111	109
LOC728392	3	0	2	2
LOC728463	4	1	3	5
LOC728554	1036	1069	489	447
LOC728613	283	358	313	307
LOC728637	0	0	0	0
LOC728730	151	123	130	141
LOC728739	8	6	6	4
LOC728743	265	232	252	219
LOC728752	113	99	121	110
LOC728819	108	89	117	85
LOC728989	5	5	10	7
LOC729041	1	2	6	4
LOC729080	0	0	0	0
LOC729159	0	1	0	0
LOC729218	958	963	897	795
LOC729296	1	0	0	0
LOC729506	3	2	1	0
LOC729603	34	24	22	26
LOC729609	0	0	1	1
LOC729683	1	0	1	0
LOC729732	26	25	18	19
LOC729737	3416	3553	4422	3900
LOC729739	0	0	0	0
LOC729911	0	0	0	0
LOC729930	0	0	3	0
LOC729950	0	0	1	1
LOC729966	0	2	15	16
LOC729970	15	23	22	12
LOC729987	0	0	0	0
LOC730101	229	225	185	173
LOC730102	390	390	355	340
LOC730159	0	0	0	0
LOC730183	17	18	15	9
LOC730668	22	17	7	8
LOC731157	2	3	4	0
LOC731424	1	2	1	3
LOC79999	0	0	0	0
LOC80154	29	135	87	12
LOC81691	464	435	209	209
LOC90246	239	232	817	860
LOC90784	436	382	355	348
LOC90834	78	85	103	90
LOC91450	3	4	4	2
LOC93432	1	0	0	0
LOC93622	436	471	397	397
LOH12CR1	253	266	195	207
LOH12CR2	15	11	4	13
LONP1	6831	6624	5691	5408
LONP2	5154	4868	5016	4878
LONRF1	369	397	199	220
LONRF2	4	3	24	26
LONRF3	1	2	11	8
LOR	0	0	0	0
LOX	69	80	38	39
LOXHD1	0	0	0	0
LOXL1	281	323	326	308
LOXL1-AS1	72	81	76	83
LOXL2	2097	2054	2766	2733
LOXL3	122	105	65	53
LOXL4	12	18	26	17
LPA	0	0	0	0
LPAL2	10	12	8	16
LPAR1	953	892	1071	1029
LPAR2	815	842	869	801
LPAR3	90	73	12	11
LPAR4	0	3	2	3
LPAR5	656	677	620	553
LPAR6	1088	934	1122	1073
LPCAT1	3090	3019	3182	3019
LPCAT2	4720	4568	2868	2821
LPCAT3	3379	3309	3463	3054
LPCAT4	1265	1225	1325	1127
LPGAT1	11375	11039	29727	28692
LPHN1	1148	1055	1258	1207
LPHN2	187	192	134	116
LPHN3	59	58	38	31
LPHN3-AS1	0	0	0	0
LPIN1	1699	1558	947	851
LPIN2	283	281	445	428
LPIN3	2953	2981	3223	2791
LPL	1	1	1	0
LPO	1	1	2	0
LPP	5332	4711	6088	6141
LPP-AS1	0	0	0	0
LPP-AS2	45	28	40	45
LPPR1	0	0	0	0
LPPR2	1191	1210	3368	3110
LPPR3	11	4	7	12
LPPR4	0	2	0	1
LPPR5	0	0	1	0
LPXN	208	258	306	283
LRAT	147	148	218	200
LRBA	9369	8446	7652	7549
LRCH1	1388	1261	1069	1112
LRCH2	0	0	0	1
LRCH3	727	699	657	655
LRCH4	2540	2596	3533	3177
LRCOL1	0	0	0	0
LRFN1	210	218	222	205
LRFN2	0	1	3	0
LRFN3	583	640	794	765
LRFN4	3437	3592	3865	3496
LRFN5	0	0	0	0
LRG1	1290	1219	3480	3244
LRGUK	3	6	14	10
LRIF1	2547	2425	2077	2155
LRIG1	317	310	352	302
LRIG2	568	586	488	474
LRIG3	566	579	297	308
LRIT1	0	0	0	0
LRIT2	0	0	0	0
LRIT3	10	14	25	11
LRMP	485	477	79	66
LRP1	4381	3544	2830	2954
LRP10	13331	13366	26162	24227
LRP11	19261	18164	18717	18131
LRP12	1493	1459	1555	1514
LRP1B	0	0	0	0
LRP2	0	0	2	0
LRP2BP	32	25	11	9
LRP3	995	982	1359	1362
LRP4	3715	3253	539	519
LRP4-AS1	10	10	3	7
LRP5	9895	9719	16339	15207
LRP5L	215	233	373	323
LRP6	2700	2525	2477	2358
LRP8	4185	4205	2375	2307
LRPAP1	13314	13010	23304	22418
LRPPRC	16686	16222	13575	13418
LRR1	2383	2256	1215	1239
LRRC1	3640	3514	3612	3588
LRRC10	0	0	0	0
LRRC10B	0	0	0	0
LRRC14	2267	2330	2311	2023
LRRC14B	0	0	0	0
LRRC15	0	0	4	7
LRRC16A	5543	5147	5545	5384
LRRC16B	10	12	7	3
LRRC17	17	11	6	14
LRRC18	0	0	0	0
LRRC19	0	0	0	1
LRRC2	9	14	21	26
LRRC2-AS1	0	1	2	1
LRRC20	664	602	911	871
LRRC23	310	249	346	373
LRRC24	77	104	200	161
LRRC25	0	0	0	0
LRRC26	15	24	43	41
LRRC27	362	355	498	465
LRRC28	1452	1391	880	856
LRRC29	31	31	47	41
LRRC3	2	1	2	1
LRRC3-AS1	0	0	0	0
LRRC30	0	0	0	0
LRRC31	0	0	1	0
LRRC32	2	0	0	1
LRRC34	139	153	100	76
LRRC36	0	0	2	1
LRRC37A	59	43	39	38
LRRC37A11P	4	5	6	5
LRRC37A2	69	69	39	35
LRRC37A3	306	355	640	609
LRRC37A4P	1131	989	811	732
LRRC37A5P	0	0	0	0
LRRC37A6P	0	0	0	0
LRRC37B	242	234	181	150
LRRC37BP1	1545	1495	1110	1078
LRRC38	0	0	0	0
LRRC39	12	27	17	21
LRRC3B	0	0	0	0
LRRC3C	0	0	0	0
LRRC4	6	4	28	31
LRRC40	1458	1290	757	760
LRRC41	4454	4193	4254	3971
LRRC42	2668	2567	1891	1869
LRRC43	0	1	2	4
LRRC45	1794	1986	1317	1227
LRRC46	39	41	72	68
LRRC47	1469	1435	1358	1278
LRRC48	25	38	50	48
LRRC49	127	84	85	80
LRRC4B	0	1	0	0
LRRC4C	0	0	2	0
LRRC52	0	0	1	0
LRRC55	0	2	2	6
LRRC56	374	392	265	235
LRRC57	1267	1302	1077	1052
LRRC58	4876	4772	3590	3646
LRRC59	10214	9826	8296	8492
LRRC6	29	34	102	102
LRRC61	676	660	483	472
LRRC63	0	0	1	0
LRRC66	6	7	10	11
LRRC69	19	32	27	29
LRRC7	0	0	0	0
LRRC70	0	7	3	6
LRRC71	1	0	1	1
LRRC72	1	0	0	0
LRRC73	81	73	122	107
LRRC74	0	0	0	0
LRRC75A	64	68	64	50
LRRC75A-AS1	18548	17307	10223	10110
LRRC75B	45	37	42	31
LRRC8A	3721	3654	3795	3584
LRRC8B	1352	1270	1646	1560
LRRC8C	173	151	199	211
LRRC8D	4769	4704	6565	6270
LRRC8E	1879	1792	2058	2081
LRRC9	0	0	0	0
LRRCC1	2762	2717	1240	1286
LRRD1	1	2	0	0
LRRFIP1	11235	11000	10430	9884
LRRFIP2	2627	2463	1940	1895
LRRIQ1	0	1	2	0
LRRIQ3	45	39	14	19
LRRIQ4	0	1	0	1
LRRK1	3494	3383	2937	2794
LRRK2	964	923	1286	1247
LRRN1	0	0	0	1
LRRN2	279	326	737	682
LRRN3	0	2	1	3
LRRN4	0	2	1	0
LRRN4CL	7	3	6	4
LRRTM1	0	0	0	0
LRRTM2	3	2	0	1
LRRTM3	1	0	0	1
LRRTM4	0	0	0	0
LRSAM1	1114	1081	866	844
LRTM1	0	0	0	0
LRTM2	0	0	0	0
LRTOMT	754	632	760	738
LRWD1	958	1005	827	775
LSAMP	2	2	1	4
LSAMP-AS1	0	1	0	0
LSG1	3187	2930	2361	2355
LSM1	915	862	883	975
LSM10	1124	1080	1053	1062
LSM11	231	246	123	100
LSM12	3305	3208	2853	2715
LSM14A	7477	7494	6469	6335
LSM14B	2997	2996	2732	2663
LSM2	3047	3026	1646	1589
LSM3	3560	3399	2581	2687
LSM4	6950	6628	4964	5139
LSM5	3869	3713	1958	2065
LSM6	661	582	381	337
LSM7	1343	1376	825	786
LSM8	2504	2373	1906	1928
LSMEM1	35	36	38	34
LSMEM2	43	55	82	62
LSP1	9	8	0	0
LSP1P3	0	0	0	0
LSR	7444	7494	10909	10220
LSS	6618	6372	2937	2613
LST1	2	1	2	3
LTA	0	2	1	3
LTA4H	7691	6964	5221	5123
LTB	8	8	13	11
LTB4R	1537	1702	1620	1317
LTB4R2	308	385	360	301
LTBP1	1039	989	1787	1665
LTBP2	2912	2896	5297	5424
LTBP3	8824	8893	16486	15155
LTBP4	660	706	711	656
LTBR	5339	5331	6850	6432
LTC4S	66	76	106	103
LTF	0	1	1	0
LTK	45	49	97	87
LTN1	3099	3017	2802	2708
LTV1	3384	3396	2471	2595
LUC7L	1543	1587	1769	1636
LUC7L2	412	422	266	272
LUC7L3	8084	8558	6933	6345
LUCAT1	15	14	11	6
LUM	0	0	0	1
LURAP1	46	56	19	13
LURAP1L	314	328	167	188
LUZP1	5095	4696	5337	5044
LUZP2	0	0	0	0
LUZP4	1	1	1	5
LUZP6	0	0	0	0
LXN	7392	7007	48571	46881
LY6D	5856	5412	4494	4264
LY6E	27219	26284	39669	37854
LY6G5B	422	486	417	328
LY6G5C	119	127	142	99
LY6G6C	72	60	183	183
LY6G6D	1	3	2	3
LY6G6E	0	0	2	0
LY6G6F	0	1	0	1
LY6H	4	4	13	15
LY6K	97	101	75	60
LY75	4	4	10	9
LY75-CD302	0	0	0	1
LY86	0	0	1	0
LY86-AS1	1	3	1	4
LY9	5	3	3	0
LY96	104	79	423	422
LYAR	1072	1065	433	433
LYG1	16	13	18	10
LYG2	0	0	0	0
LYL1	0	0	0	0
LYN	1780	1730	1414	1369
LYNX1	249	283	368	325
LYPD1	196	190	325	347
LYPD2	4	9	21	30
LYPD3	1587	1549	1733	1752
LYPD4	0	0	0	0
LYPD5	112	96	50	62
LYPD6	761	724	489	483
LYPD6B	876	882	916	959
LYPD8	0	0	0	0
LYPLA1	3980	3809	3606	3675
LYPLA2	1664	1680	1898	1686
LYPLA2P2	0	0	1	0
LYPLAL1	725	659	887	908
LYPLAL1-AS1	0	1	1	0
LYRM1	679	669	830	824
LYRM2	4782	4425	4121	4204
LYRM4	745	671	479	486
LYRM5	780	709	809	821
LYRM7	1598	1422	991	990
LYRM9	193	204	238	290
LYSMD1	693	632	694	641
LYSMD2	478	505	461	448
LYSMD3	2702	2312	1982	2001
LYSMD4	1026	994	707	648
LYST	1076	1037	806	837
LYVE1	1	0	0	2
LYZ	1	1	33	21
LYZL1	0	0	0	0
LYZL2	0	0	0	0
LYZL4	2	6	1	0
LYZL6	0	0	0	0
LZIC	525	474	426	420
LZTFL1	1228	1193	1138	1099
LZTR1	2326	2423	2116	1901
LZTS1	26	30	26	21
LZTS1-AS1	0	0	0	0
LZTS2	4313	4122	3357	3148
LZTS3	341	293	858	672
M1AP	1	2	5	3
M6PR	9793	9737	10290	9986
MAATS1	0	0	3	1
MAB21L1	0	0	0	0
MAB21L2	0	0	0	0
MAB21L3	527	504	474	470
MACC1	1440	1432	1129	1209
MACC1-AS1	0	0	0	0
MACF1	7316	6368	9139	9240
MACROD1	769	772	305	346
MACROD2	26	18	27	17
MACROD2-AS1	0	0	0	0
MACROD2-IT1	0	0	0	0
MAD1L1	1708	1621	1545	1487
MAD2L1	5609	5201	1615	1665
MAD2L1BP	3545	3263	3164	3116
MAD2L2	795	770	694	637
MADCAM1	0	0	1	0
MADD	4036	3905	4020	3842
MAEA	5743	5706	5546	5576
MAEL	2	0	0	0
MAF	321	301	358	356
MAF1	6763	6564	7444	6901
MAFA	20	22	17	21
MAFB	302	271	829	853
MAFF	156	159	425	427
MAFG	1508	1466	1095	1046
MAFG-AS1	50	62	42	38
MAFIP	0	0	0	0
MAFK	11094	12561	34392	30025
MAG	151	112	220	214
MAGEA1	0	0	0	0
MAGEA10	0	0	0	0
MAGEA10-MAGEA5	0	0	0	0
MAGEA11	1	2	5	4
MAGEA12	3	6	5	5
MAGEA2	0	0	0	0
MAGEA2B	0	0	0	0
MAGEA3	0	1	0	0
MAGEA4	1	0	0	0
MAGEA5	0	0	0	0
MAGEA6	0	0	0	0
MAGEA8	0	0	0	0
MAGEA8-AS1	0	0	0	0
MAGEA9	0	0	0	0
MAGEA9B	0	0	0	0
MAGEB1	0	0	0	0
MAGEB10	0	0	0	0
MAGEB16	0	0	0	0
MAGEB17	0	0	0	0
MAGEB18	0	0	1	0
MAGEB2	0	0	0	0
MAGEB3	1	0	0	0
MAGEB4	0	0	0	0
MAGEB5	0	0	0	0
MAGEB6	0	1	0	0
MAGEC1	0	1	3	4
MAGEC2	0	0	0	0
MAGEC3	0	1	1	0
MAGED1	3429	3558	5380	5155
MAGED2	3736	3528	6803	6654
MAGED4	0	0	0	0
MAGED4B	0	0	0	0
MAGEE1	399	395	418	395
MAGEE2	0	0	0	0
MAGEF1	2601	2452	2274	2144
MAGEH1	158	132	296	263
MAGEL2	0	0	0	0
MAGI1	745	729	833	793
MAGI1-AS1	0	0	0	0
MAGI2	2	5	3	5
MAGI2-AS2	0	0	0	0
MAGI2-AS3	0	0	0	0
MAGI3	1145	1091	1195	1228
MAGIX	83	49	82	83
MAGOH	1282	1326	884	860
MAGOH2	0	0	0	0
MAGOHB	1338	1322	894	873
MAGT1	8657	8354	12195	11806
MAK	81	77	142	157
MAK16	845	795	581	558
MAL	3	3	7	4
MAL2	8337	7907	8650	9105
MALAT1	14327	20184	32909	25081
MALL	1306	1254	1379	1394
MALRD1	0	0	0	1
MALSU1	1274	1411	1374	1360
MALT1	4234	4051	2453	2476
MAMDC2	47	51	13	17
MAMDC2-AS1	7	12	6	7
MAMDC4	839	891	554	467
MAML1	3115	3064	2256	2216
MAML2	2364	2273	2461	2338
MAML3	288	276	489	533
MAMLD1	287	319	404	447
MAMSTR	90	71	50	63
MAN1A1	1	1	3	3
MAN1A2	4542	4342	4108	3807
MAN1B1	4962	4873	7939	7565
MAN1B1-AS1	106	94	106	115
MAN1C1	89	73	233	221
MAN2A1	4279	4118	5195	4877
MAN2A2	4937	5186	5949	5146
MAN2B1	6781	6609	9414	9038
MAN2B2	3886	3718	7728	7345
MAN2C1	6377	6211	6496	5901
MANBA	4122	3842	6507	6166
MANBAL	3054	2906	3238	3096
MANEA	2070	1941	1520	1402
MANEA-AS1	34	25	22	21
MANEAL	3363	3264	4026	3848
MANF	4279	4294	6284	5886
MANSC1	1387	1408	2903	2678
MANSC4	6	3	19	12
MAOA	1696	1489	1066	1053
MAOB	2	3	1	4
MAP10	0	0	0	0
MAP1A	44	36	11	22
MAP1B	305	284	551	585
MAP1LC3A	11	15	32	18
MAP1LC3B	5333	5033	5982	5968
MAP1LC3B2	2	2	4	5
MAP1LC3C	7	17	21	12
MAP1S	727	743	811	812
MAP2	424	397	143	153
MAP2K1	3745	3523	4232	4210
MAP2K2	4250	4228	4125	4133
MAP2K3	3071	3007	4530	4304
MAP2K4	2998	2944	3185	3200
MAP2K4P1	1	0	0	1
MAP2K5	1038	1034	1012	982
MAP2K6	1180	1099	757	705
MAP2K7	1948	1965	1857	1680
MAP3K1	1597	1440	1169	1101
MAP3K10	554	507	619	604
MAP3K11	4091	3929	4740	4473
MAP3K12	391	368	565	431
MAP3K13	1306	1236	1643	1517
MAP3K14	1007	1015	1045	989
MAP3K14-AS1	111	92	128	129
MAP3K15	0	0	0	0
MAP3K19	1	0	1	1
MAP3K2	3807	3823	3986	4072
MAP3K3	1306	1387	1043	972
MAP3K4	1632	1485	1308	1273
MAP3K5	1957	1849	2131	2030
MAP3K6	701	724	656	642
MAP3K7	4270	4043	3922	3857
MAP3K7CL	5	2	0	1
MAP3K8	611	601	1223	1042
MAP3K9	2088	1975	2163	2153
MAP4	12334	12178	10688	10178
MAP4K1	47	52	31	25
MAP4K2	1307	1247	1098	995
MAP4K3	2737	2590	2608	2633
MAP4K4	5168	5010	7196	7238
MAP4K5	3678	3517	3080	3067
MAP6	196	158	349	311
MAP6D1	223	245	266	304
MAP7	5680	5633	5483	5310
MAP7D1	4603	4600	4623	4427
MAP7D2	7	9	6	2
MAP7D3	1096	1111	1086	1142
MAP9	1143	1056	1063	1079
MAPK1	9525	9199	7901	7654
MAPK10	381	362	429	344
MAPK11	254	265	555	488
MAPK12	948	896	808	809
MAPK13	9718	9112	7997	7641
MAPK14	6338	6304	5525	5443
MAPK15	35	41	60	48
MAPK1IP1L	5214	5185	4787	4800
MAPK3	1998	2020	2042	1905
MAPK4	11497	11437	26843	26532
MAPK6	4113	3991	3351	3154
MAPK7	569	578	469	511
MAPK8	3760	3790	2970	2807
MAPK8IP1	384	358	361	423
MAPK8IP2	47	36	90	78
MAPK8IP3	17274	17237	17286	15682
MAPK9	3422	3285	3114	3230
MAPKAP1	5263	5067	4933	4934
MAPKAPK2	6694	6600	8389	7885
MAPKAPK3	5007	4877	4033	4104
MAPKAPK5	2193	2120	1763	1787
MAPKAPK5-AS1	602	578	606	542
MAPKBP1	2879	2706	1392	1287
MAPRE1	14260	13607	10868	10709
MAPRE2	1026	1048	779	698
MAPRE3	415	350	439	398
MAPT	20	18	20	17
MAPT-AS1	0	0	0	0
MAPT-IT1	0	0	0	0
MARC1	666	748	386	414
MARC2	2111	1946	2333	2303
MARCH1	3	6	9	3
MARCH10	2	1	6	5
MARCH11	0	0	0	0
MARCH2	461	413	819	778
MARCH3	118	117	86	96
MARCH4	1	2	18	22
MARCH5	3232	2973	2822	2806
MARCH6	20049	19581	19363	18805
MARCH7	6042	5960	4758	4770
MARCH8	1416	1400	1329	1369
MARCH9	544	574	714	695
MARCKS	11413	11027	6454	6710
MARCKSL1	1627	1709	4503	4310
MARCO	75	99	122	112
MARK1	766	763	471	460
MARK2	4527	4482	4927	4607
MARK2P9	0	0	0	0
MARK3	3809	3735	3221	3095
MARK4	1237	1220	1458	1398
MARS	11688	11482	7396	7248
MARS2	1303	1244	1296	1234
MARVELD1	7462	7609	6546	6191
MARVELD2	1041	1034	761	758
MARVELD3	1932	1931	2246	2236
MAS1	0	0	0	0
MAS1L	0	0	0	0
MASP1	7	4	6	7
MASP2	0	0	0	0
MAST1	60	44	45	32
MAST2	3026	3042	2729	2564
MAST3	381	417	475	444
MAST4	6206	5600	3469	3302
MASTL	3047	3176	1481	1513
MAT1A	7	3	8	4
MAT2A	12205	12344	8900	8615
MAT2B	6435	6085	5689	5660
MATK	787	763	904	895
MATN1	0	1	2	2
MATN1-AS1	72	74	68	52
MATN2	4458	4200	2177	2117
MATN3	213	223	995	928
MATN4	1	1	5	0
MATR3	21061	20181	17219	17111
MAU2	2655	2554	2809	2664
MAVS	4951	4582	4984	4637
MAX	1944	2029	2176	2133
MAZ	10529	10565	7135	6624
MB	293	276	484	446
MB21D1	118	114	125	110
MB21D2	1141	1076	1294	1373
MBD1	2941	2947	2690	2427
MBD2	7413	7189	5753	5561
MBD3	5783	5581	4021	3817
MBD3L1	0	0	0	0
MBD3L2	0	0	0	0
MBD3L3	0	0	0	0
MBD3L4	0	0	0	0
MBD3L5	0	0	0	0
MBD4	2216	2162	1599	1594
MBD5	983	914	988	931
MBD6	2780	3221	2950	2440
